car_id,car_model,used_label,price,exteriorColor,interiorColor,drivetrain,minMPG,maxMPG,fuelType,transmission,engine,mileage
272.0,Honda CR-V EX-L,Used,$29,–,–,Front-wheel Drive,28.0,34.0,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,21868.0
273.0,Porsche 911 Targa 4,Used,$72,Blue,Black,All-wheel Drive,18.0,25.0,Gasoline,7-Speed Automatic with Auto-Shift,3.6L H6 24V GDI DOHC,41198.0
274.0,Mercedes-Benz C-Class C 300,Mercedes-Benz Certified,$33,Black,–,Rear-wheel Drive,23.0,34.0,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,35825.0
275.0,Mercedes-Benz E-Class E 400,Used,$20,Steel Gray Metallic,–,Rear-wheel Drive,20.0,29.0,Gasoline,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,102893.0
276.0,Audi A3 2.0T Prestige,Used,$31,Florett Silver Metallic,Black,All-wheel Drive,24.0,31.0,Gasoline,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,64403.0
277.0,Jeep Grand Cherokee Limited,Used,$27,Granite Crystal Clearcoat Metallic,Black,Rear-wheel Drive,19.0,26.0,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,16929.0
278.0,Subaru Outback 2.5i Limited,Used,$29,Crystal White Pearl,Black,All-wheel Drive,25.0,32.0,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,47445.0
279.0,Mazda CX-5 Grand Touring,Used,$27,Jet Black Mica,Parchment,Front-wheel Drive,25.0,31.0,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,37852.0
280.0,Porsche Cayenne S,Used,$34,White,Black,All-wheel Drive,17.0,24.0,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC Twin Turbo,56557.0
281.0,BMW X5 xDrive40i,Used,$62,Alpine White,Black,All-wheel Drive,20.0,26.0,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,10422.0
282.0,Lexus RX 350 Base,Used,$18,Starfire Pearl,–,AWD,18.0,24.0,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,124282.0
283.0,Buick LaCrosse Premium,Used,$28,Pepperdust Metallic,Light Neutral,Front-wheel Drive,21.0,31.0,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,33148.0
284.0,Cadillac XT5 Luxury,Used,$33,Stellar Black Metallic,Black,Front-wheel Drive,19.0,27.0,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,39535.0
285.0,BMW X3 xDrive30i,BMW Certified,$37,Blue Metallic,Canberra Beige,All-wheel Drive,22.0,29.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,32702.0
286.0,Tesla Model Y Performance,Used,$74,Pearl White Multi,White / Black,All-wheel Drive,115.0,106.0,Electric,1-Speed Automatic,Electric,12708.0
287.0,INFINITI QX50 ESSENTIAL,INFINITI Certified,$35,Black Obsidian,Graphite,Front-wheel Drive,24.0,31.0,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,19527.0
288.0,Volvo XC60 T5 Momentum,Used,$41,Pine Gray Metallic,Maroon Brown,All-wheel Drive,20.0,27.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,33921.0
289.0,Dodge Challenger SXT,Used,$28,Indigo Blue,Black,Rear-wheel Drive,19.0,30.0,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,34283.0
290.0,Audi Q5 2.0T Premium,Used,$35,Moonlight Blue Metallic,Atlas Beige / Gray,All-wheel Drive,22.0,27.0,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,28251.0
291.0,Mazda Mazda3 FWD w/Preferred Package,Used,$27,Snowflake White Pearl,Black / Navy Blue,Front-wheel Drive,26.0,35.0,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,11945.0
292.0,Kia Forte FE,Used,$16,Black,Gray,Front-wheel Drive,31.0,41.0,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,14606.0
293.0,Audi Q5 2.0T Premium,Used,$35,Ibis White,Black,All-wheel Drive,22.0,27.0,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,38337.0
294.0,Nissan Murano SL,Nissan Certified,$29,Magnetic Black,Graphite,Front-wheel Drive,21.0,28.0,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,39336.0
295.0,Chevrolet Corvette Stingray Z51,Used,$49,Yellow,–,Rear-wheel Drive,17.0,29.0,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,13053.0
296.0,Lincoln MKZ Select,Used,$22,White,Cream,Front-wheel Drive,21.0,31.0,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,43485.0
297.0,Volvo XC60 T5 Momentum,Used,$38,Crystal White,–,All-wheel Drive,20.0,27.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,31039.0
298.0,Honda CR-V EX-L,Used,$33,Molten Lava Pearl,–,All-wheel Drive,27.0,33.0,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19426.0
299.0,BMW 330 i xDrive,Used,$40,Alpine White,Black,All-wheel Drive,25.0,34.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,39186.0
300.0,Tesla Model Y Long Range,Used,$74,White,Black,All-wheel Drive,131.0,117.0,Electric,1-Speed Automatic,Electric,10926.0
301.0,Jeep Grand Cherokee Limited,Used,$34,Billet Silver Metallic Clearcoat,–,Rear-wheel Drive,19.0,26.0,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,33995.0
302.0,Mercedes-Benz AMG GLE 43 4MATIC Coupe,Used,$67,Obsidian Black Metallic,–,All-wheel Drive,17.0,22.0,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,36343.0
303.0,Ford F-150 Lariat,Used,$66,Agate Black Metallic,Black,Four-wheel Drive,19.0,24.0,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,16581.0
304.0,Volkswagen Arteon 2.0T SEL Premium R-Line,Used,$32,Manganese Gray Metallic,Titan Black,All-wheel Drive,20.0,27.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,46542.0
305.0,Honda Accord LX,Used,$17,Black,Black,Front-wheel Drive,27.0,36.0,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,65076.0
306.0,Dodge Charger SXT,Used,$32,Pitch Black Clearcoat,Black,Rear-wheel Drive,19.0,30.0,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,32033.0
307.0,Mercedes-Benz AMG C 43 Base 4MATIC,Mercedes-Benz Certified,$54,Black,AMG Cranberry Red,All-wheel Drive,19.0,27.0,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,36089.0
308.0,Honda Pilot EX-L,Used,$34,Deep Scarlet Pearl,Beige Leather,Front-wheel Drive,19.0,27.0,Gasoline,6-SPEED A/T,V6 Cylinder Engine,38383.0
309.0,Acura RDX Base,Used,$36,Performance Red Pearl,Parchment,All-wheel Drive,21.0,27.0,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,21316.0
310.0,Acura RDX Base,Used,$37,Performance Red Pearl,Parchment,All-wheel Drive,21.0,27.0,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,18576.0
311.0,Audi Q5 45 Premium,Used,$52,Mythos Black Metallic,Rock Gray,All-wheel Drive,23.0,28.0,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,14222.0
312.0,Nissan Rogue SL,Used,$22,Gun Metallic,Charcoal,All-wheel Drive,25.0,32.0,Gasoline,Automatic,Regular Unleaded I-4 2.5 L/152,54163.0
313.0,Acura MDX 3.5L Technology & A-Spec Pkgs,Used,$46,Apex Blue Pearl,Ebony,All-wheel Drive,19.0,25.0,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,21460.0
314.0,Volkswagen Atlas 3.6L SEL Premium,Used,$47,Pure White,Titan Black / Quarzit,All-wheel Drive,16.0,22.0,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,34337.0
315.0,Volvo XC90 T6 Momentum,Used,$35,Luminous Sand,Blond,All-wheel Drive,20.0,25.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,56044.0
316.0,Honda Civic Sport,Honda Certified,$29,Sonic Gray Pearl,Black,Front-wheel Drive,29.0,35.0,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,17288.0
317.0,INFINITI QX80 Luxe,Used,$52,Champagne Quartz,Saddle Brown,Rear-wheel Drive,14.0,20.0,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,27017.0
318.0,Honda Pilot Special Edition,Used,$43,Platinum White Pearl,Black,All-wheel Drive,19.0,26.0,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,6398.0
319.0,Honda Accord LX,Honda Certified,$29,Champagne Frost Pearl,Ivory,Front-wheel Drive,30.0,38.0,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,13112.0
320.0,Acura MDX 3.5L,Used,$23,White,Beige,All-wheel Drive,18.0,27.0,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,99697.0
321.0,Audi Q8 3.0T Premium,Used,$62,Glacier White Metallic,Black,All-wheel Drive,17.0,22.0,Hybrid,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo Hybrid,30425.0
322.0,Nissan Maxima 3.5 S,Used,$19,Black,Black,Front-wheel Drive,21.0,30.0,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,48203.0
323.0,Chevrolet Trax LS,Chevrolet Certified,$17,Silver Ice Metallic,Black,Front-wheel Drive,25.0,33.0,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,30364.0
324.0,Kia Telluride SX,Used,$46,Dark Moss,Black,Front-wheel Drive,20.0,26.0,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,33976.0
325.0,Chrysler 300 S,Used,$31,Velvet Red Pearlcoat,Black,All-wheel Drive,18.0,27.0,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,47004.0
326.0,Hyundai Santa Fe Limited 2.0T,Used,$34,Portofino Gray,Black / Beige,Front-wheel Drive,20.0,27.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,39946.0
327.0,Mercedes-Benz GLB 250 Base,Used,$37,Black,Black,Front-wheel Drive,23.0,30.0,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,32624.0
328.0,Ford Mustang EcoBoost Premium,Used,$21,White,–,Rear-wheel Drive,20.0,28.0,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,68603.0
329.0,Chrysler Crossfire SRT-6,Used,$24,Black,Charcoal,Rear-wheel Drive,17.0,24.0,Gasoline,5-Speed Automatic,3.2L V6 18V MPFI SOHC Supercharged,10062.0
330.0,Ford F-150 XLT,Used,$41,Black,Black,Four-wheel Drive,18.0,23.0,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,46946.0
331.0,Mercedes-Benz GLA 250 Base,Used,$43,Polar White,–,Front-wheel Drive,25.0,34.0,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,10732.0
332.0,Porsche Boxster,Used,$28,Midnight Blue Metallic,Sand Beige,Rear-wheel Drive,19.0,27.0,Gasoline,7-Speed Automatic with Auto-Shift,2.9L H6 24V MPFI DOHC,71106.0
333.0,FIAT 500L Easy,Used,$9,Nero Puro,Black,Front-wheel Drive,25.0,33.0,Gasoline,6-Speed Manual,1.4L I4 16V MPFI SOHC Turbo,65629.0
334.0,Honda Civic LX,Used,$15,Black,Black / Red,Front-wheel Drive,30.0,39.0,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,47467.0
335.0,Honda Civic LX,Used,$19,White,Black / Ivory,Front-wheel Drive,31.0,40.0,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,51430.0
336.0,Lexus GX 460 Base,Used,$49,Nebula Gray Pearl,Red,Four-wheel Drive,15.0,19.0,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,30421.0
337.0,BMW X3 M40i,Used,$47,Carbon Black Metallic,Mocha,All-wheel Drive,20.0,27.0,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,19572.0
338.0,Porsche Macan S,Porsche Certified,$63,White,Black,All-wheel Drive,18.0,23.0,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Turbo,38729.0
339.0,Mercedes-Benz CLA 250 Base,Mercedes-Benz Certified,$29,Midnight Black,–,Front-wheel Drive,24.0,37.0,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,31676.0
340.0,BMW X5 xDrive40i,Used,$58,Jet Black,Black,All-wheel Drive,20.0,26.0,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,31750.0
341.0,Mercedes-Benz CLA 250 Base,Used,$31,Jupiter Red,–,Front-wheel Drive,24.0,37.0,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,25943.0
342.0,Mercedes-Benz GLE 350 Base 4MATIC,Used,$37,Gray,Black,All-wheel Drive,18.0,22.0,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,49312.0
343.0,BMW X5 xDrive40i,Used,$53,Black Sapphire Metallic,Ivory White,All-wheel Drive,20.0,26.0,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,35662.0
344.0,Nissan Rogue SV,Used,$18,Pearl White,Almond,All-wheel Drive,25.0,32.0,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,73347.0
345.0,Nissan Rogue SV,Used,$15,Magnetic Black,Charcoal,All-wheel Drive,25.0,32.0,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,99498.0
346.0,Honda Pilot Elite,Used,$34,Obsidian Blue Pearl,Gray,All-wheel Drive,19.0,26.0,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,59498.0
347.0,Nissan Rogue SV,Used,$19,Midnight Jade,Charcoal,Front-wheel Drive,26.0,33.0,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,43121.0
348.0,BMW 428 i xDrive,Used,$13,Gray,Black,All-wheel Drive,22.0,33.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,68535.0
349.0,Lexus RX 350 Base,Used,$11,Crystal White,Tan,All-wheel Drive,17.0,22.0,Gasoline,5-SPEED A/T,V6 Cylinder Engine,114708.0
350.0,BMW X7 xDrive50i,Used,$69,Black Sapphire Metallic,Cognac,All-wheel Drive,15.0,21.0,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,46661.0
351.0,Toyota Camry XSE,Toyota Certified,$30,Midnight Black Metallic,Black,Front-wheel Drive,28.0,39.0,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,15341.0
352.0,Audi A4 2.0T Premium,Used,$31,Ibis White,Black,All-wheel Drive,23.0,34.0,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,20910.0
353.0,Toyota Camry XSE,Used,$29,Black,Red,Front-wheel Drive,28.0,39.0,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,22207.0
354.0,BMW X5 xDrive35i,Used,$31,Black,Mocha,All-wheel Drive,18.0,24.0,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,45922.0
355.0,Hyundai Santa Fe SEL 2.4,Used,$31,Twilight Black,Espresso,All-wheel Drive,21.0,27.0,Gasoline,8-Speed Automatic,2.4L I4 16V GDI DOHC,13519.0
356.0,Kia Telluride SX,Kia Certified,$51,Black,–,All-wheel Drive,19.0,24.0,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,25593.0
357.0,Mercedes-Benz GLC 300 Base 4MATIC,Mercedes-Benz Certified,$39,Graphite,Magma Grey,All-wheel Drive,21.0,28.0,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,44271.0
358.0,Subaru Forester,Used,$26,Crystal Black Silica,Gray,All-wheel Drive,26.0,33.0,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,33711.0
359.0,Toyota 4Runner Limited,Used,$35,Gray,Redwood,Four-wheel Drive,17.0,21.0,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,53249.0
360.0,BMW X5 xDrive40i,Used,$63,Carbon Black Metallic,Ivory White,All-wheel Drive,20.0,26.0,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,30523.0
361.0,Toyota 4Runner Limited,Used,$40,Midnight Black Metallic,Sand Beige,Four-wheel Drive,17.0,20.0,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,38530.0
362.0,Mazda CX-5 Grand Touring,Used,$30,Jet Black Mica,Black,Front-wheel Drive,25.0,31.0,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,18410.0
363.0,GMC Yukon Denali,Used,$82,Onyx Black,–,Four-wheel Drive,14.0,19.0,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,33316.0
364.0,Mercedes-Benz AMG GLE 43 4MATIC Coupe,Mercedes-Benz Certified,$61,White,Black,All-wheel Drive,17.0,22.0,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,36323.0
365.0,Tesla Model Y Long Range,Used,$73,Black,–,All-wheel Drive,127.0,114.0,Electric,1-Speed Automatic,Electric,10729.0
366.0,Ford F-150 XL,Used,$34,Shadow Black,Dark Earth Gray,Four-wheel Drive,18.0,23.0,E85 Flex Fuel,Automatic,3.3L V6 24V PDI DOHC Flexible Fuel,51960.0
367.0,Mazda CX-9 Carbon Edition,Used,$41,Polymetal Gray Metallic,Red,All-wheel Drive,20.0,26.0,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,11309.0
368.0,Tesla Model Y Long Range,Used,$72,Midnight Silver Metallic,Black,All-wheel Drive,131.0,117.0,Electric,1-Speed Automatic,Electric,13919.0
369.0,Toyota 4Runner Limited,Toyota Certified,$44,Midnight Black Metallic,Black,Rear-wheel Drive,16.0,19.0,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,34593.0
370.0,Chevrolet Equinox Premier,Used,$22,Iridescent Pearl Tricoat,Jet Black,Front-wheel Drive,21.0,31.0,Gasoline,6-Speed Automatic with Overdrive,4 Cylinder Engine,50127.0
371.0,Lexus RX 350 350,Used,$35,Eminent White Pearl,Parchment,Front-wheel Drive,20.0,27.0,Gasoline,8-Speed Automatic,3.5L V6 24V GDI DOHC,73966.0
372.0,BMW X7 xDrive40i,Used,$71,Arctic Gray Metallic,Tartufo,All-wheel Drive,20.0,25.0,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,14004.0
373.0,Jeep Grand Cherokee Limited,Used,$39,Diamond Black,Black,Four-wheel Drive,18.0,25.0,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,39412.0
374.0,Ford Edge Sport,Ford Certified,$42,Star White Metallic Tri-Coat,Ebony,All-wheel Drive,19.0,26.0,Gasoline,Automatic,Twin Turbo Premium Unleaded V-6 2.7 L/166,25055.0
375.0,Lincoln Aviator Reserve AWD,Used,$58,Pristine White,–,All-wheel Drive,17.0,24.0,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,37414.0
376.0,Subaru Crosstrek 2.0i Premium,Used,$19,Quartz Blue Pearl,Ivory,All-wheel Drive,26.0,34.0,Gasoline,Automatic CVT,2.0L H4 16V MPFI DOHC,94374.0
377.0,Subaru Crosstrek 2.0i Limited,Used,$28,Sunshine Orange,Black,All-wheel Drive,27.0,33.0,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,45209.0
378.0,Subaru Crosstrek 2.0i Premium,Subaru Certified,$26,Quartz Blue Pearl,Gray,All-wheel Drive,23.0,29.0,Gasoline,6-Speed Manual,2.0L H4 16V GDI DOHC,39537.0
379.0,Audi Q5 45 Prestige,Used,$49,Mythos Black Metallic,Black,All-wheel Drive,22.0,28.0,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,10843.0
380.0,Tesla Model Y Long Range,Used,$75,Pearl White Multi,Black,All-wheel Drive,131.0,117.0,Electric,1-Speed Automatic,Electric,14347.0
381.0,Volvo V90 Cross Country T5,Used,$50,Onyx Black Metallic,Charcoal,All-wheel Drive,23.0,31.0,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,37837.0
382.0,Honda Accord EX-L,Used,$20,Alabaster Silver Metallic,Gray,Front-wheel Drive,21.0,34.0,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,73467.0
383.0,Toyota 4Runner Limited,Used,$48,Blizzard Pearl,Redwood,Rear-wheel Drive,16.0,19.0,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,37001.0
384.0,Audi Q5 2.0T Premium,Used,$33,Navarra Blue Metallic,Rock Gray / Granite Gray,All-wheel Drive,22.0,27.0,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,43496.0
385.0,Nissan Murano SL,Used,$12,Graphite Blue,Beige,Front-wheel Drive,18.0,23.0,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,65881.0
386.0,Toyota 4Runner Nightshade,Used,$55,Midnight Black Metallic,Black / Graphite,Four-wheel Drive,16.0,19.0,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,19814.0
387.0,Dodge Challenger SXT,Used,$27,White Knuckle Clearcoat,Black,Rear-wheel Drive,19.0,30.0,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,19501.0
388.0,Audi Q8 3.0T Premium,Used,$72,Carrara White,Black,All-wheel Drive,17.0,22.0,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,32731.0
389.0,Kia Telluride SX,Used,$51,Ebony Black,Gray,Front-wheel Drive,20.0,26.0,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,24793.0
390.0,Hyundai Elantra SEL,Used,$15,Electric Blue,Gray,Front-wheel Drive,28.0,37.0,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,51503.0
391.0,Mercedes-Benz GLC 300 Base 4MATIC,Used,$51,Black,Black,All-wheel Drive,21.0,28.0,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,10769.0
392.0,Kia Telluride SX,Used,$50,Dark Moss,Gray,Front-wheel Drive,20.0,26.0,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,36411.0
393.0,Porsche Cayenne Base,Used,$49,Mahogany Metallic,Saddle Brown,All-wheel Drive,18.0,24.0,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,41125.0
394.0,Lincoln MKZ Standard,Used,$33,White Platinum,Cappuccino,Front-wheel Drive,20.0,31.0,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,13575.0
395.0,Honda HR-V LX,Used,$17,Gray,Black,All-wheel Drive,27.0,31.0,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,42436.0
396.0,Subaru Forester 2.5i Limited,Subaru Certified,$26,Dark Gray Metallic,Gray,All-wheel Drive,26.0,32.0,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,51492.0
397.0,Ford Edge ST,Used,$43,Ford Performance Blue Metallic,Ebony,All-wheel Drive,19.0,26.0,Gasoline,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,22492.0
398.0,Hyundai Palisade Limited,Used,$45,Moonlight Cloud,Black,Front-wheel Drive,19.0,26.0,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,49541.0
399.0,Nissan Rogue SL,Used,$33,Magnetic Black Pearl,Charcoal,Front-wheel Drive,26.0,33.0,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,23320.0
400.0,Buick Encore Preferred,Used,$21,Ebony Twilight Metallic,Ebony,Front-wheel Drive,25.0,30.0,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,30406.0
401.0,Jeep Grand Cherokee Limited,Used,$33,Diamond Black,Black,Four-wheel Drive,18.0,25.0,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,43807.0
402.0,Toyota RAV4 Hybrid XLE,Toyota Certified,$30,Super White,Nutmeg,All-wheel Drive,34.0,30.0,Hybrid,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,41944.0
403.0,Cadillac XT4 Sport,Used,$35,Black,Black,All-wheel Drive,22.0,29.0,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,49386.0
404.0,Chevrolet Tahoe LTZ,Used,$35,Tungsten Metallic,Jet Black,Four-wheel Drive,16.0,22.0,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,115795.0
405.0,Kia Soul +,Used,$9,Green,Black,Front-wheel Drive,23.0,28.0,Gasoline,Automatic,2.0L DOHC MPI dual-CVVT 16-valve I4 engine -inc: variable intake,47786.0
,,,,,,,,,,,,
